The probability labels are:
[[9.80336607e-01 1.96633991e-02]
 [9.99995112e-01 4.94235974e-06]
 [4.17935342e-01 5.82064629e-01]
 [9.93630350e-01 6.36961265e-03]
 [9.83540714e-01 1.64592881e-02]
 [9.64853942e-01 3.51460949e-02]
 [9.99752104e-01 2.47927586e-04]
 [2.54630685e-01 7.45369375e-01]
 [5.87299526e-01 4.12700444e-01]
 [9.99820888e-01 1.79123075e-04]
 [4.59517419e-01 5.40482640e-01]
 [9.96673703e-01 3.32634128e-03]
 [9.99564588e-01 4.35392692e-04]
 [9.48443294e-01 5.15566953e-02]
 [3.35209608e-01 6.64790392e-01]
 [9.99544919e-01 4.55037545e-04]
 [9.99921322e-01 7.86356832e-05]
 [9.97797847e-01 2.20212690e-03]
 [9.96142805e-01 3.85722262e-03]
 [9.99950409e-01 4.95871245e-05]
 [4.88048792e-01 5.11951208e-01]
 [9.92704272e-01 7.29577430e-03]
 [9.99951482e-01 4.84948796e-05]
 [9.96912122e-01 3.08784773e-03]
 [9.99984980e-01 1.49680855e-05]
 [9.69620287e-01 3.03796865e-02]
 [9.96553659e-01 3.44635453e-03]
 [9.99726713e-01 2.73270038e-04]
 [9.37543213e-01 6.24567270e-02]
 [9.99998331e-01 1.64708229e-06]
 [2.27100298e-01 7.72899687e-01]
 [7.66720533e-01 2.33279422e-01]
 [9.99131262e-01 8.68730654e-04]
 [9.96563375e-01 3.43665481e-03]
 [9.91031408e-01 8.96864291e-03]
 [8.63494933e-01 1.36505023e-01]
 [9.99892592e-01 1.07376385e-04]
 [9.99013662e-01 9.86272702e-04]
 [9.82602835e-01 1.73972119e-02]
 [9.17054474e-01 8.29455554e-02]
 [8.99769723e-01 1.00230306e-01]
 [7.90560126e-01 2.09439889e-01]
 [1.40748665e-01 8.59251320e-01]
 [8.39148879e-01 1.60851106e-01]
 [9.98418927e-01 1.58111309e-03]
 [9.84801471e-01 1.51985241e-02]
 [4.24280018e-01 5.75719953e-01]
 [9.99499440e-01 5.00586815e-04]
 [9.99999762e-01 2.19873002e-07]
 [7.41393089e-01 2.58606881e-01]
 [3.57532561e-01 6.42467439e-01]
 [9.99866962e-01 1.32974834e-04]
 [7.15449870e-01 2.84550130e-01]
 [9.78365421e-01 2.16345191e-02]
 [9.99592006e-01 4.07977175e-04]
 [9.96926129e-01 3.07391724e-03]
 [9.98851895e-01 1.14812376e-03]
 [8.93749177e-01 1.06250890e-01]
 [2.02935100e-01 7.97064960e-01]
 [9.37111735e-01 6.28882498e-02]
 [9.99924064e-01 7.59330724e-05]
 [9.99591053e-01 4.08943044e-04]
 [9.99466836e-01 5.33127924e-04]
 [9.88789797e-01 1.12101315e-02]
 [9.86991465e-01 1.30085824e-02]
 [9.92001891e-01 7.99815077e-03]
 [9.98110890e-01 1.88908994e-03]
 [9.95830357e-01 4.16970020e-03]
 [9.80207860e-01 1.97921656e-02]
 [9.93175685e-01 6.82431599e-03]
 [9.99965072e-01 3.49375587e-05]
 [9.99990106e-01 9.84506732e-06]
 [9.98969078e-01 1.03087723e-03]
 [7.00916648e-01 2.99083382e-01]
 [9.99994159e-01 5.89615365e-06]
 [9.99866724e-01 1.33276073e-04]
 [4.31026429e-01 5.68973601e-01]
 [3.30086619e-01 6.69913352e-01]
 [9.99991536e-01 8.40519533e-06]
 [4.93456692e-01 5.06543338e-01]
 [9.98440683e-01 1.55931013e-03]
 [9.94944513e-01 5.05547272e-03]
